realtive, DFF, GS, Refinement
0.16091060638427734,0.0645902156829834,0.26453208923339844,0.0677182674407959
0.0028989315032958984,0.0029141902923583984,0.24975371360778809,0.0025997161865234375
0.002683401107788086,0.0028297901153564453,0.25405454635620117,0.002592325210571289
0.002722501754760742,0.0027413368225097656,0.26129817962646484,0.0026352405548095703
0.002639293670654297,0.0027854442596435547,0.2560882568359375,0.00258636474609375
0.0027053356170654297,0.0028836727142333984,0.263580322265625,0.0025892257690429688
0.002722024917602539,0.002859830856323242,0.2547872066497803,0.002581357955932617
0.0026662349700927734,0.002716541290283203,0.2539401054382324,0.0025756359100341797
0.0026917457580566406,0.002813577651977539,0.25550174713134766,0.002572774887084961
0.0025582313537597656,0.0029125213623046875,0.25729870796203613,0.002574443817138672
0.0026302337646484375,0.0028383731842041016,0.2548801898956299,0.0025641918182373047
0.002741575241088867,0.0027742385864257812,0.2651705741882324,0.0026187896728515625
0.002749204635620117,0.003390789031982422,0.2548410892486572,0.0026006698608398438
0.0027103424072265625,0.002897500991821289,0.2666652202606201,0.002602100372314453
0.0026929378509521484,0.002846956253051758,0.2561469078063965,0.0025968551635742188
0.002647876739501953,0.0028471946716308594,0.01135563850402832,0.0026412010192871094
0.0026483535766601562,0.0027587413787841797,0.25674915313720703,0.002599954605102539
0.0026481151580810547,0.0027925968170166016,0.2592787742614746,0.002580404281616211
0.002701997756958008,0.002807140350341797,0.26551365852355957,0.0025839805603027344
0.002758026123046875,0.0028429031372070312,0.2563161849975586,0.0025968551635742188
0.0026557445526123047,0.002856731414794922,0.25641918182373047,0.0025985240936279297
0.002756357192993164,0.002768278121948242,0.2618553638458252,0.002578258514404297
0.007237434387207031,0.007025241851806641,0.2491757869720459,0.002543210983276367
0.0026345252990722656,0.0028014183044433594,0.25188326835632324,0.0025818347930908203
0.0027675628662109375,0.0029020309448242188,0.25810766220092773,0.002536296844482422
0.002683401107788086,0.0028858184814453125,0.2538292407989502,0.0025815963745117188
0.0026912689208984375,0.002849578857421875,0.2527134418487549,0.0025806427001953125
0.0026607513427734375,0.0028388500213623047,0.25302696228027344,0.002578258514404297
0.0026941299438476562,0.0028879642486572266,0.25392627716064453,0.0025811195373535156
0.002722501754760742,0.0028829574584960938,0.25388646125793457,0.002580404281616211
0.0027191638946533203,0.002844572067260742,0.2539513111114502,0.0026006698608398438
0.0027666091918945312,0.002807140350341797,0.2544882297515869,0.002613544464111328
0.0026814937591552734,0.0028390884399414062,0.2614731788635254,0.0025725364685058594
0.0027208328247070312,0.002837657928466797,0.25592780113220215,0.0025873184204101562
0.0026853084564208984,0.0028142929077148438,0.2579326629638672,0.0025649070739746094
0.002664804458618164,0.0028476715087890625,0.011333465576171875,0.002626657485961914
0.0026330947875976562,0.002748727798461914,0.02529740333557129,0.0025768280029296875
0.002690553665161133,0.002833843231201172,0.25528740882873535,0.002584695816040039
0.0026848316192626953,0.002835512161254883,0.25534677505493164,0.002614259719848633
0.002652406692504883,0.002783536911010742,0.2546050548553467,0.0025784969329833984
0.002669811248779297,0.0028052330017089844,0.012726783752441406,0.0026454925537109375
0.002754688262939453,0.0028388500213623047,0.011394739151000977,0.002685546875
0.002721548080444336,0.0028448104858398438,0.25414419174194336,0.0026123523712158203
0.0026481151580810547,0.0028753280639648438,0.25221753120422363,0.0026209354400634766
0.0026397705078125,0.002835512161254883,0.2535097599029541,0.002613067626953125
0.0026874542236328125,0.0028290748596191406,0.2558901309967041,0.0026273727416992188
0.002599954605102539,0.002717733383178711,0.02896285057067871,0.002574443817138672
0.0027475357055664062,0.0028464794158935547,0.25277090072631836,0.0026085376739501953
0.002760648727416992,0.0033626556396484375,0.25310683250427246,0.0026476383209228516
0.0026869773864746094,0.0028870105743408203,0.2545127868652344,0.002588987350463867
0.002714872360229492,0.0028820037841796875,0.25337672233581543,0.0025949478149414062
0.002748727798461914,0.0029172897338867188,0.2536284923553467,0.0026025772094726562
0.002599954605102539,0.0028014183044433594,0.25574731826782227,0.002577543258666992
0.0026726722717285156,0.002790689468383789,0.2544369697570801,0.002576112747192383
0.002682209014892578,0.002862691879272461,0.2537112236022949,0.002565145492553711
0.002750873565673828,0.0029916763305664062,0.2635684013366699,0.002567291259765625
0.00275421142578125,0.0027637481689453125,0.25820374488830566,0.0025663375854492188
0.002691984176635742,0.0028481483459472656,0.25406432151794434,0.002567768096923828
0.0028333663940429688,0.0028645992279052734,0.2560136318206787,0.002593517303466797
0.002671957015991211,0.002825498580932617,0.2579801082611084,0.0025200843811035156
0.002698659896850586,0.002827882766723633,0.260653018951416,0.0025756359100341797
0.0027904510498046875,0.0029113292694091797,0.25302648544311523,0.002587556838989258
0.0026557445526123047,0.0027997493743896484,0.2528188228607178,0.0025742053985595703
0.0026607513427734375,0.002811431884765625,0.013690471649169922,0.0026319026947021484
0.002787351608276367,0.0028820037841796875,0.011286258697509766,0.002637624740600586
0.002819061279296875,0.0028772354125976562,0.054401397705078125,0.0025806427001953125
0.002643585205078125,0.0027036666870117188,0.02768731117248535,0.002680540084838867
0.0027315616607666016,0.002838611602783203,0.2549257278442383,0.0025870800018310547
0.0027642250061035156,0.0028557777404785156,0.2554054260253906,0.0026013851165771484
0.00267791748046875,0.002867460250854492,0.2533535957336426,0.0025835037231445312
0.002782583236694336,0.0028226375579833984,0.2572329044342041,0.0025179386138916016
0.0027992725372314453,0.002843618392944336,0.26029372215270996,0.0025823116302490234
0.002682924270629883,0.002826690673828125,0.2543776035308838,0.0025877952575683594
0.002607583999633789,0.002843141555786133,0.25424718856811523,0.002585887908935547
0.002740621566772461,0.002866506576538086,0.25414299964904785,0.002857208251953125
0.002727508544921875,0.0028638839721679688,0.26419496536254883,0.002579927444458008
0.002632617950439453,0.002748727798461914,0.2647552490234375,0.0025641918182373047
0.007229804992675781,0.007039546966552734,0.2571587562561035,0.0025577545166015625
0.0026934146881103516,0.0028378963470458984,0.2560415267944336,0.00258636474609375
0.0026824474334716797,0.0028562545776367188,0.25750231742858887,0.0025670528411865234
0.0027129650115966797,0.0028688907623291016,0.25676417350769043,0.002608060836791992
0.002775430679321289,0.0028505325317382812,0.254683256149292,0.002607107162475586
0.0027017593383789062,0.002846956253051758,0.2556288242340088,0.002591371536254883
0.0027437210083007812,0.0028171539306640625,0.2622082233428955,0.002592325210571289
0.0026922225952148438,0.0028748512268066406,0.2552831172943115,0.002579212188720703
0.007221221923828125,0.0070459842681884766,0.2870664596557617,0.002560138702392578
0.002833127975463867,0.0029015541076660156,0.4195070266723633,0.0070133209228515625
0.007201671600341797,0.006902933120727539,0.2522561550140381,0.0026035308837890625
0.0027909278869628906,0.0028815269470214844,0.012246131896972656,0.0026891231536865234
0.0027391910552978516,0.0028929710388183594,0.25566959381103516,0.0025980472564697266
0.002726316452026367,0.0029120445251464844,0.2555975914001465,0.0026102066040039062
0.0027494430541992188,0.0029838085174560547,0.2527625560760498,0.0026116371154785156
0.0027379989624023438,0.002830982208251953,0.01125192642211914,0.0026633739471435547
0.002759218215942383,0.002879619598388672,0.2546346187591553,0.002585172653198242
0.0027055740356445312,0.002838611602783203,0.2532999515533447,0.002588987350463867
0.007189750671386719,0.006914615631103516,0.46210551261901855,0.007025718688964844
0.007183551788330078,0.006861448287963867,0.4608733654022217,0.006999492645263672
0.0027306079864501953,0.0028543472290039062,0.25370216369628906,0.002636432647705078
0.0026662349700927734,0.0028848648071289062,0.2651793956756592,0.0025823116302490234
0.0027773380279541016,0.0028629302978515625,0.012587785720825195,0.0026929378509521484
0.002693653106689453,0.0028350353240966797,0.01526188850402832,0.0026946067810058594
0.0027947425842285156,0.002816438674926758,0.25505518913269043,0.0026092529296875
0.0027446746826171875,0.002872467041015625,0.25426602363586426,0.0025911331176757812
0.002660512924194336,0.002866506576538086,0.011708736419677734,0.003423929214477539
0.0028226375579833984,0.0029191970825195312,0.2579183578491211,0.0026009082794189453
0.0026700496673583984,0.0028624534606933594,0.2579231262207031,0.002577066421508789
0.0026290416717529297,0.0027856826782226562,0.011479377746582031,0.0026450157165527344
0.00276947021484375,0.0028541088104248047,0.265427827835083,0.002626657485961914
0.002791166305541992,0.002843141555786133,0.25834202766418457,0.0025954246520996094
0.003638744354248047,0.0030508041381835938,0.027437448501586914,0.0032961368560791016
0.0027201175689697266,0.0028400421142578125,0.25812697410583496,0.0025832653045654297
0.002865314483642578,0.0028023719787597656,0.2647826671600342,0.0027713775634765625
0.0027818679809570312,0.0028867721557617188,0.2536013126373291,0.0025892257690429688
0.002756834030151367,0.002896547317504883,0.25235795974731445,0.002599477767944336
0.00273895263671875,0.0028722286224365234,0.26279306411743164,0.0030138492584228516
0.0027213096618652344,0.0028269290924072266,0.25673508644104004,0.0025806427001953125
0.002741575241088867,0.002836942672729492,0.2546072006225586,0.0026006698608398438
0.00270843505859375,0.0028290748596191406,0.2536182403564453,0.0025746822357177734
0.002690553665161133,0.002872943878173828,0.25443243980407715,0.0025916099548339844
0.0026793479919433594,0.0028128623962402344,0.2587006092071533,0.0025768280029296875
0.0027680397033691406,0.0028667449951171875,0.0112152099609375,0.002664327621459961
0.00274658203125,0.002788066864013672,0.011468172073364258,0.002797365188598633
0.0027666091918945312,0.002875804901123047,0.011200666427612305,0.002674102783203125
0.0028061866760253906,0.002892732620239258,0.25493502616882324,0.0026035308837890625
0.0027246475219726562,0.002841949462890625,0.2533121109008789,0.0025811195373535156
0.0026841163635253906,0.0028581619262695312,0.2541694641113281,0.002591848373413086
0.0026140213012695312,0.0027666091918945312,0.011456727981567383,0.0026535987854003906
0.0027480125427246094,0.0028595924377441406,0.254396915435791,0.0026023387908935547
0.002753734588623047,0.0028603076934814453,0.02096390724182129,0.0032968521118164062
0.002670764923095703,0.002850055694580078,0.011669397354125977,0.0033833980560302734
0.0027000904083251953,0.0028290748596191406,0.022821664810180664,0.0033266544342041016
0.0027282238006591797,0.002818584442138672,0.01354217529296875,0.003451108932495117
0.002848386764526367,0.003086090087890625,0.017750024795532227,0.003352642059326172
0.0027611255645751953,0.0028154850006103516,0.01868581771850586,0.0026073455810546875
0.0027589797973632812,0.002838611602783203,0.01258397102355957,0.0026810169219970703
0.002670764923095703,0.0028138160705566406,0.2543807029724121,0.002586841583251953
0.0025823116302490234,0.0027587413787841797,0.252669095993042,0.0025696754455566406
0.0027239322662353516,0.002828836441040039,0.2541072368621826,0.002584695816040039
0.0026595592498779297,0.0028705596923828125,0.25377559661865234,0.002596616744995117
0.002695798873901367,0.002876758575439453,0.2563631534576416,0.0025742053985595703
0.002678394317626953,0.002803325653076172,0.2663745880126953,0.0025849342346191406
0.0027463436126708984,0.0028340816497802734,0.2539207935333252,0.0025916099548339844
0.0027167797088623047,0.0028464794158935547,0.253645658493042,0.0025832653045654297
0.002694845199584961,0.002818584442138672,0.25356006622314453,0.0025720596313476562
0.002710103988647461,0.0028231143951416016,0.01258707046508789,0.0026667118072509766
0.002699136734008789,0.0028412342071533203,0.2529616355895996,0.002582550048828125
0.00264739990234375,0.0027985572814941406,0.2534499168395996,0.0025827884674072266
0.0027153491973876953,0.002898693084716797,0.25364255905151367,0.0025644302368164062
0.0026907920837402344,0.0028743743896484375,0.26332616806030273,0.0025496482849121094
0.002691984176635742,0.002800464630126953,0.25518012046813965,0.0026044845581054688
0.002821683883666992,0.0028345584869384766,0.25811100006103516,0.002582073211669922
0.002771615982055664,0.0027582645416259766,0.2538740634918213,0.0026023387908935547
0.0027015209197998047,0.0028645992279052734,0.25637030601501465,0.0025391578674316406
0.0026493072509765625,0.0028700828552246094,0.25437450408935547,0.0025589466094970703
0.002695322036743164,0.0028498172760009766,0.019825220108032227,0.003327608108520508
0.002790212631225586,0.002864837646484375,0.011633634567260742,0.0034132003784179688
0.0025925636291503906,0.002800464630126953,0.011808156967163086,0.0033845901489257812
0.002763509750366211,0.002849102020263672,0.01155710220336914,0.0033998489379882812
0.0027420520782470703,0.0028476715087890625,0.011656522750854492,0.003407001495361328
0.0028467178344726562,0.002855062484741211,0.011581182479858398,0.0033829212188720703
0.0027146339416503906,0.002823352813720703,0.011431217193603516,0.0033926963806152344
0.0027704238891601562,0.0027780532836914062,0.011386632919311523,0.0032739639282226562
0.0027778148651123047,0.002875089645385742,0.010892152786254883,0.002654552459716797
0.0027837753295898438,0.002859830856323242,0.010933876037597656,0.0026531219482421875
0.0029528141021728516,0.0030298233032226562,0.01715707778930664,0.002631664276123047
0.002674102783203125,0.0028710365295410156,0.010992765426635742,0.0026314258575439453
0.0026900768280029297,0.002756834030151367,0.02366042137145996,0.002604961395263672
0.002736330032348633,0.0028688907623291016,0.01091909408569336,0.002683401107788086
0.0027632713317871094,0.0028417110443115234,0.010961055755615234,0.0027251243591308594
0.002801179885864258,0.002888202667236328,0.010915040969848633,0.0026586055755615234
0.0027310848236083984,0.002849102020263672,0.010967254638671875,0.0026421546936035156
0.002788066864013672,0.0029811859130859375,0.010889053344726562,0.0027081966400146484
0.0028426647186279297,0.002888202667236328,0.01082301139831543,0.0026595592498779297
0.0027627944946289062,0.002901315689086914,0.01079249382019043,0.0026574134826660156
0.002717733383178711,0.0028667449951171875,0.01092219352722168,0.0026578903198242188
0.002753019332885742,0.0030298233032226562,0.010960817337036133,0.0026597976684570312
0.0026488304138183594,0.0027735233306884766,0.011052131652832031,0.0026378631591796875
0.0027472972869873047,0.0029442310333251953,0.012136220932006836,0.0027022361755371094
0.002772808074951172,0.0028727054595947266,0.01972055435180664,0.002605438232421875
0.002714872360229492,0.002824068069458008,0.25403356552124023,0.0025835037231445312
0.006016254425048828,0.002974987030029297,0.007765293121337891,0.002682209014892578
0.002765655517578125,0.0028083324432373047,0.01102447509765625,0.002721071243286133
0.0029213428497314453,0.0028994083404541016,0.01073908805847168,0.002669095993041992
0.0028078556060791016,0.0030558109283447266,0.010735273361206055,0.002717256546020508
0.0027701854705810547,0.0028808116912841797,0.010882377624511719,0.0026366710662841797
0.0027666091918945312,0.002858877182006836,0.020215272903442383,0.0025670528411865234
0.002652406692504883,0.0027959346771240234,0.011034727096557617,0.0026438236236572266
0.0027513504028320312,0.002868175506591797,0.010956287384033203,0.0026383399963378906
0.0028159618377685547,0.0028839111328125,0.253140926361084,0.002601146697998047
0.002744436264038086,0.002844095230102539,0.010976552963256836,0.0026149749755859375
0.0025725364685058594,0.002579927444458008,0.011141538619995117,0.0035555362701416016
0.0025832653045654297,0.0025174617767333984,0.011614084243774414,0.0024423599243164062
0.0024499893188476562,0.0024695396423339844,0.01163172721862793,0.00234222412109375
0.002382993698120117,0.002460479736328125,0.011677265167236328,0.0023374557495117188
0.0023772716522216797,0.0024280548095703125,0.01787114143371582,0.0023124217987060547
0.002986431121826172,0.004017829895019531,0.00959920883178711,0.003884553909301758
0.002662181854248047,0.0023245811462402344,0.011593341827392578,0.002318859100341797
0.0022869110107421875,0.0023238658905029297,0.011522769927978516,0.002321958541870117
0.0022673606872558594,0.002435445785522461,0.011497735977172852,0.0023391246795654297
0.002272367477416992,0.00238800048828125,0.05264163017272949,0.002339601516723633
